X,uh,vh,Vh,ph,Y,uv,vv,Vv,pv
0.071,0.200,-0.188,0.274,3.611,0.071,0.17273,-0.021328,0.174,3.6535
0.071,0.199,-0.188,0.274,3.611,0.071,0.17193,-0.021098,0.173,3.6535
0.071,0.199,-0.188,0.273,3.611,0.071,0.17114,-0.020867,0.172,3.6534
0.071,0.198,-0.188,0.273,3.611,0.071,0.17035,-0.020636,0.172,3.6533
0.071,0.197,-0.188,0.272,3.611,0.071,0.16955,-0.020406,0.171,3.6533
0.071,0.196,-0.188,0.272,3.611,0.071,0.16876,-0.020175,0.170,3.6532
0.071,0.196,-0.188,0.271,3.611,0.071,0.16797,-0.019945,0.169,3.6531
0.071,0.195,-0.188,0.271,3.611,0.071,0.16717,-0.019714,0.168,3.6531
0.071,0.194,-0.189,0.271,3.611,0.071,0.16638,-0.019484,0.168,3.653
0.071,0.193,-0.189,0.270,3.611,0.071,0.16558,-0.019253,0.167,3.6529
0.072,0.193,-0.189,0.270,3.611,0.072,0.16479,-0.019022,0.166,3.6529
0.072,0.192,-0.189,0.269,3.611,0.072,0.164,-0.018792,0.165,3.6528
0.072,0.191,-0.189,0.269,3.611,0.072,0.1632,-0.018561,0.164,3.6527
0.072,0.190,-0.189,0.268,3.611,0.072,0.16241,-0.018331,0.163,3.6526
0.072,0.190,-0.189,0.268,3.611,0.072,0.16162,-0.0181,0.163,3.6526
0.072,0.189,-0.189,0.267,3.611,0.072,0.16082,-0.01787,0.162,3.6525
0.072,0.188,-0.190,0.267,3.611,0.072,0.16003,-0.017639,0.161,3.6524
0.072,0.187,-0.190,0.267,3.611,0.072,0.15923,-0.017408,0.160,3.6524
0.072,0.187,-0.190,0.266,3.611,0.072,0.15844,-0.017178,0.159,3.6523
0.072,0.186,-0.190,0.266,3.611,0.072,0.15765,-0.016947,0.159,3.6522
0.073,0.185,-0.190,0.265,3.611,0.073,0.15685,-0.016717,0.158,3.6522
0.073,0.184,-0.190,0.265,3.611,0.073,0.15606,-0.016486,0.157,3.6521
0.073,0.184,-0.190,0.264,3.611,0.073,0.15526,-0.016255,0.156,3.652
0.073,0.183,-0.190,0.264,3.611,0.073,0.15447,-0.016025,0.155,3.652
0.073,0.182,-0.191,0.264,3.611,0.073,0.15368,-0.015794,0.154,3.6519
0.073,0.181,-0.191,0.263,3.611,0.073,0.15288,-0.015564,0.154,3.6518
0.073,0.181,-0.191,0.263,3.611,0.073,0.15209,-0.015333,0.153,3.6518
0.073,0.180,-0.191,0.262,3.611,0.073,0.1513,-0.015103,0.152,3.6517
0.073,0.179,-0.191,0.262,3.612,0.073,0.1505,-0.014872,0.151,3.6516
0.073,0.179,-0.191,0.262,3.612,0.073,0.14971,-0.014641,0.150,3.6515
0.074,0.178,-0.191,0.261,3.612,0.074,0.14891,-0.014411,0.150,3.6515
0.074,0.177,-0.191,0.261,3.612,0.074,0.14812,-0.01418,0.149,3.6514
0.074,0.176,-0.191,0.260,3.612,0.074,0.14733,-0.01395,0.148,3.6513
0.074,0.176,-0.192,0.260,3.612,0.074,0.14653,-0.013719,0.147,3.6513
0.074,0.175,-0.192,0.259,3.612,0.074,0.14574,-0.013489,0.146,3.6512
0.074,0.174,-0.192,0.259,3.612,0.074,0.14495,-0.013258,0.146,3.6511
0.074,0.173,-0.192,0.259,3.612,0.074,0.14415,-0.013027,0.145,3.6511
0.074,0.173,-0.192,0.258,3.612,0.074,0.14336,-0.012797,0.144,3.651
0.074,0.172,-0.192,0.258,3.612,0.074,0.14256,-0.012566,0.143,3.6509
0.074,0.171,-0.192,0.257,3.612,0.074,0.14177,-0.012336,0.142,3.6509
0.075,0.170,-0.192,0.257,3.612,0.075,0.14098,-0.012105,0.141,3.6508
0.075,0.170,-0.193,0.257,3.612,0.075,0.14018,-0.011875,0.141,3.6507
0.075,0.169,-0.193,0.256,3.612,0.075,0.13939,-0.011644,0.140,3.6506
0.075,0.168,-0.193,0.256,3.612,0.075,0.13859,-0.011413,0.139,3.6506
0.075,0.167,-0.193,0.255,3.612,0.075,0.1378,-0.011183,0.138,3.6505
0.075,0.167,-0.193,0.255,3.612,0.075,0.13701,-0.010952,0.137,3.6504
0.075,0.166,-0.193,0.254,3.612,0.075,0.13629,-0.010816,0.137,3.6504
0.075,0.165,-0.193,0.254,3.612,0.075,0.13557,-0.01068,0.136,3.6503
0.075,0.164,-0.193,0.253,3.612,0.075,0.13486,-0.010545,0.135,3.6502
0.075,0.163,-0.193,0.253,3.613,0.075,0.13414,-0.010409,0.135,3.6501
0.076,0.163,-0.193,0.252,3.613,0.076,0.13343,-0.010273,0.134,3.6501
0.076,0.162,-0.192,0.251,3.613,0.076,0.13271,-0.010137,0.133,3.65
0.076,0.161,-0.192,0.251,3.613,0.076,0.13199,-0.010001,0.132,3.6499
0.076,0.160,-0.192,0.250,3.613,0.076,0.13128,-0.0098649,0.132,3.6499
0.076,0.159,-0.192,0.250,3.613,0.076,0.13056,-0.009729,0.131,3.6498
0.076,0.158,-0.192,0.249,3.613,0.076,0.12985,-0.0095931,0.130,3.6497
0.076,0.158,-0.192,0.248,3.614,0.076,0.12913,-0.0094572,0.129,3.6496
0.076,0.157,-0.192,0.248,3.614,0.076,0.12841,-0.0093213,0.129,3.6496
0.076,0.156,-0.192,0.247,3.614,0.076,0.1277,-0.0091853,0.128,3.6495
0.076,0.155,-0.192,0.247,3.614,0.076,0.12698,-0.0090494,0.127,3.6494
0.077,0.154,-0.192,0.246,3.614,0.077,0.12626,-0.0089135,0.127,3.6494
0.077,0.153,-0.191,0.245,3.614,0.077,0.12555,-0.0087776,0.126,3.6493
0.077,0.153,-0.191,0.245,3.614,0.077,0.12483,-0.0086417,0.125,3.6492
0.077,0.152,-0.191,0.244,3.615,0.077,0.12412,-0.0085058,0.124,3.6491
0.077,0.151,-0.191,0.244,3.615,0.077,0.1234,-0.0083698,0.124,3.6491
0.077,0.150,-0.191,0.243,3.615,0.077,0.12268,-0.0082339,0.123,3.649
0.077,0.149,-0.191,0.242,3.615,0.077,0.12197,-0.008098,0.122,3.6489
0.077,0.148,-0.191,0.242,3.615,0.077,0.12125,-0.0079621,0.122,3.6489
0.077,0.148,-0.191,0.241,3.615,0.077,0.12053,-0.0078262,0.121,3.6488
0.077,0.147,-0.191,0.241,3.615,0.077,0.11982,-0.0076903,0.120,3.6487
0.078,0.146,-0.190,0.240,3.616,0.078,0.1191,-0.0075543,0.119,3.6486
0.078,0.145,-0.190,0.239,3.616,0.078,0.11839,-0.0074184,0.119,3.6486
0.078,0.144,-0.190,0.239,3.616,0.078,0.11767,-0.0072825,0.118,3.6485
0.078,0.144,-0.190,0.238,3.616,0.078,0.11695,-0.0071466,0.117,3.6484
0.078,0.143,-0.190,0.238,3.616,0.078,0.11624,-0.0070107,0.116,3.6483
0.078,0.142,-0.190,0.237,3.616,0.078,0.11552,-0.0068747,0.116,3.6483
0.078,0.141,-0.190,0.237,3.617,0.078,0.11481,-0.0067388,0.115,3.6482
0.078,0.140,-0.190,0.236,3.617,0.078,0.11409,-0.0066029,0.114,3.6481
0.078,0.139,-0.190,0.235,3.617,0.078,0.11337,-0.006467,0.114,3.6481
0.078,0.139,-0.190,0.235,3.617,0.078,0.11266,-0.0063311,0.113,3.648
0.079,0.138,-0.189,0.234,3.617,0.079,0.11194,-0.0061952,0.112,3.6479
0.079,0.137,-0.189,0.234,3.617,0.079,0.11122,-0.0060592,0.111,3.6478
0.079,0.136,-0.189,0.233,3.617,0.079,0.11051,-0.0059233,0.111,3.6478
0.079,0.135,-0.189,0.233,3.618,0.079,0.10979,-0.0057874,0.110,3.6477
0.079,0.134,-0.189,0.232,3.618,0.079,0.10908,-0.0056515,0.109,3.6476
0.079,0.134,-0.189,0.231,3.618,0.079,0.10836,-0.0055156,0.109,3.6476
0.079,0.133,-0.189,0.231,3.618,0.079,0.10764,-0.0053797,0.108,3.6475
0.079,0.132,-0.189,0.230,3.618,0.079,0.10693,-0.0052437,0.107,3.6474
0.079,0.131,-0.189,0.230,3.618,0.079,0.10621,-0.0051078,0.106,3.6473
0.079,0.130,-0.189,0.229,3.618,0.079,0.10549,-0.0049719,0.106,3.6473
0.080,0.129,-0.188,0.229,3.619,0.080,0.10478,-0.004836,0.105,3.6472
0.080,0.129,-0.188,0.228,3.619,0.080,0.10406,-0.0047001,0.104,3.6471
0.080,0.128,-0.188,0.228,3.619,0.080,0.10335,-0.0045642,0.103,3.6471
0.080,0.127,-0.188,0.227,3.619,0.080,0.10263,-0.0044282,0.103,3.647
0.080,0.126,-0.188,0.226,3.619,0.080,0.10191,-0.0042923,0.102,3.6469
0.080,0.125,-0.188,0.226,3.619,0.080,0.1012,-0.0041564,0.101,3.6468
0.080,0.124,-0.187,0.225,3.620,0.080,0.10058,-0.0040901,0.101,3.6468
0.080,0.124,-0.187,0.224,3.620,0.080,0.099957,-0.0040238,0.100,3.6467
0.080,0.123,-0.187,0.223,3.620,0.080,0.099336,-0.0039575,0.099,3.6467
0.080,0.122,-0.186,0.223,3.621,0.080,0.098716,-0.0038912,0.099,3.6466
0.081,0.121,-0.186,0.222,3.621,0.081,0.098096,-0.0038249,0.098,3.6465
0.081,0.120,-0.185,0.221,3.621,0.081,0.097475,-0.0037586,0.098,3.6465
0.081,0.119,-0.185,0.220,3.621,0.081,0.096855,-0.0036923,0.097,3.6464
0.081,0.118,-0.185,0.219,3.622,0.081,0.096234,-0.003626,0.096,3.6464
0.081,0.118,-0.184,0.218,3.622,0.081,0.095614,-0.0035597,0.096,3.6463
0.081,0.117,-0.184,0.218,3.622,0.081,0.094994,-0.0034933,0.095,3.6462
0.081,0.116,-0.183,0.217,3.623,0.081,0.094373,-0.003427,0.094,3.6462
0.081,0.115,-0.183,0.216,3.623,0.081,0.093753,-0.0033607,0.094,3.6461
0.081,0.114,-0.182,0.215,3.623,0.081,0.093133,-0.0032944,0.093,3.6461
0.081,0.113,-0.182,0.214,3.624,0.081,0.092512,-0.0032281,0.093,3.646
0.082,0.112,-0.182,0.214,3.624,0.082,0.091892,-0.0031618,0.092,3.6459
0.082,0.111,-0.181,0.213,3.624,0.082,0.091271,-0.0030955,0.091,3.6459
0.082,0.111,-0.181,0.212,3.625,0.082,0.090651,-0.0030292,0.091,3.6458
0.082,0.110,-0.180,0.211,3.625,0.082,0.090031,-0.0029629,0.090,3.6458
0.082,0.109,-0.180,0.210,3.625,0.082,0.08941,-0.0028966,0.089,3.6457
0.082,0.108,-0.180,0.209,3.625,0.082,0.08879,-0.0028303,0.089,3.6456
0.082,0.107,-0.179,0.209,3.626,0.082,0.08817,-0.002764,0.088,3.6456
0.082,0.106,-0.179,0.208,3.626,0.082,0.087549,-0.0026977,0.088,3.6455
0.082,0.105,-0.178,0.207,3.626,0.082,0.086929,-0.0026314,0.087,3.6455
0.082,0.104,-0.178,0.206,3.627,0.082,0.086308,-0.0025651,0.086,3.6454
0.083,0.104,-0.177,0.205,3.627,0.083,0.085688,-0.0024988,0.086,3.6453
0.083,0.103,-0.177,0.205,3.627,0.083,0.085068,-0.0024325,0.085,3.6453
0.083,0.102,-0.177,0.204,3.628,0.083,0.084447,-0.0023662,0.084,3.6452
0.083,0.101,-0.176,0.203,3.628,0.083,0.083827,-0.0022998,0.084,3.6452
0.083,0.100,-0.176,0.202,3.628,0.083,0.083207,-0.0022335,0.083,3.6451
0.083,0.099,-0.175,0.201,3.629,0.083,0.082586,-0.0021672,0.083,3.645
0.083,0.098,-0.175,0.201,3.629,0.083,0.081966,-0.0021009,0.082,3.645
0.083,0.098,-0.174,0.200,3.629,0.083,0.081345,-0.0020346,0.081,3.6449
0.083,0.097,-0.174,0.199,3.630,0.083,0.080725,-0.0019683,0.081,3.6448
0.083,0.096,-0.174,0.198,3.630,0.083,0.080105,-0.001902,0.080,3.6448
0.084,0.095,-0.173,0.198,3.630,0.084,0.079484,-0.0018357,0.080,3.6447
0.084,0.094,-0.173,0.197,3.630,0.084,0.078864,-0.0017694,0.079,3.6447
0.084,0.093,-0.172,0.196,3.631,0.084,0.078244,-0.0017031,0.078,3.6446
0.084,0.092,-0.172,0.195,3.631,0.084,0.077623,-0.0016368,0.078,3.6445
0.084,0.091,-0.172,0.194,3.631,0.084,0.077003,-0.0015705,0.077,3.6445
0.084,0.091,-0.171,0.194,3.632,0.084,0.076382,-0.0015042,0.076,3.6444
0.084,0.090,-0.171,0.193,3.632,0.084,0.075762,-0.0014379,0.076,3.6444
0.084,0.089,-0.170,0.192,3.632,0.084,0.075142,-0.0013716,0.075,3.6443
0.084,0.088,-0.170,0.191,3.633,0.084,0.074521,-0.0013053,0.075,3.6442
0.084,0.087,-0.169,0.191,3.633,0.084,0.073901,-0.001239,0.074,3.6442
0.085,0.086,-0.169,0.190,3.633,0.085,0.073281,-0.0011727,0.073,3.6441
0.085,0.085,-0.169,0.189,3.634,0.085,0.07266,-0.0011063,0.073,3.6441
0.085,0.084,-0.168,0.188,3.634,0.085,0.07204,-0.00104,0.072,3.644
0.085,0.084,-0.168,0.187,3.634,0.085,0.071419,-0.00097374,0.071,3.6439
0.085,0.083,-0.167,0.187,3.634,0.085,0.070799,-0.00090743,0.071,3.6439
0.085,0.082,-0.167,0.186,3.635,0.085,0.070179,-0.00084112,0.070,3.6438
0.085,0.081,-0.166,0.185,3.635,0.085,0.069652,-0.00081925,0.070,3.6438
0.085,0.080,-0.165,0.184,3.636,0.085,0.069125,-0.00079737,0.069,3.6437
0.085,0.079,-0.165,0.183,3.636,0.085,0.068599,-0.0007755,0.069,3.6437
0.085,0.079,-0.164,0.182,3.637,0.085,0.068072,-0.00075362,0.068,3.6437
0.086,0.078,-0.163,0.181,3.638,0.086,0.067545,-0.00073175,0.068,3.6436
0.086,0.077,-0.162,0.179,3.638,0.086,0.067019,-0.00070987,0.067,3.6436
0.086,0.076,-0.161,0.178,3.639,0.086,0.066492,-0.000688,0.066,3.6436
0.086,0.075,-0.161,0.177,3.639,0.086,0.065965,-0.00066612,0.066,3.6435
0.086,0.075,-0.160,0.176,3.640,0.086,0.065439,-0.00064425,0.065,3.6435
0.086,0.074,-0.159,0.175,3.640,0.086,0.064912,-0.00062237,0.065,3.6434
0.086,0.073,-0.158,0.174,3.641,0.086,0.064385,-0.00060049,0.064,3.6434
0.086,0.072,-0.157,0.173,3.641,0.086,0.063859,-0.00057862,0.064,3.6434
0.086,0.071,-0.157,0.172,3.642,0.086,0.063332,-0.00055674,0.063,3.6433
0.086,0.070,-0.156,0.171,3.642,0.086,0.062805,-0.00053487,0.063,3.6433
0.087,0.070,-0.155,0.170,3.643,0.087,0.062279,-0.00051299,0.062,3.6432
0.087,0.069,-0.154,0.169,3.644,0.087,0.061752,-0.00049112,0.062,3.6432
0.087,0.068,-0.153,0.168,3.644,0.087,0.061225,-0.00046924,0.061,3.6432
0.087,0.067,-0.152,0.167,3.645,0.087,0.060699,-0.00044737,0.061,3.6431
0.087,0.066,-0.152,0.166,3.645,0.087,0.060172,-0.00042549,0.060,3.6431
0.087,0.066,-0.151,0.165,3.646,0.087,0.059645,-0.00040361,0.060,3.643
0.087,0.065,-0.150,0.163,3.646,0.087,0.059119,-0.00038174,0.059,3.643
0.087,0.064,-0.149,0.162,3.647,0.087,0.058592,-0.00035986,0.059,3.643
0.087,0.063,-0.148,0.161,3.647,0.087,0.058065,-0.00033799,0.058,3.6429
0.087,0.062,-0.148,0.160,3.648,0.087,0.057539,-0.00031611,0.058,3.6429
0.088,0.062,-0.147,0.159,3.649,0.088,0.057012,-0.00029424,0.057,3.6429
0.088,0.061,-0.146,0.158,3.649,0.088,0.056485,-0.00027236,0.056,3.6428
0.088,0.060,-0.145,0.157,3.650,0.088,0.055959,-0.00025049,0.056,3.6428
0.088,0.059,-0.144,0.156,3.650,0.088,0.055432,-0.00022861,0.055,3.6427
0.088,0.058,-0.144,0.155,3.651,0.088,0.054905,-0.00020674,0.055,3.6427
0.088,0.058,-0.143,0.154,3.651,0.088,0.054379,-0.00018486,0.054,3.6427
0.088,0.057,-0.142,0.153,3.652,0.088,0.053852,-0.00016298,0.054,3.6426
0.088,0.056,-0.141,0.152,3.652,0.088,0.053325,-0.00014111,0.053,3.6426
0.088,0.055,-0.140,0.151,3.653,0.088,0.052798,-0.00011923,0.053,3.6425
0.088,0.054,-0.140,0.150,3.654,0.088,0.052272,-9.74E-05,0.052,3.6425
0.089,0.053,-0.139,0.149,3.654,0.089,0.051745,-7.55E-05,0.052,3.6425
0.089,0.053,-0.138,0.148,3.655,0.089,0.051218,-5.36E-05,0.051,3.6424
0.089,0.052,-0.137,0.147,3.655,0.089,0.050692,-3.17E-05,0.051,3.6424
0.089,0.051,-0.136,0.146,3.656,0.089,0.050165,-9.86E-06,0.050,3.6423
0.089,0.050,-0.136,0.145,3.656,0.089,0.049638,1.20E-05,0.050,3.6423
0.089,0.049,-0.135,0.144,3.657,0.089,0.049112,3.39E-05,0.049,3.6423
0.089,0.049,-0.134,0.143,3.657,0.089,0.048585,5.58E-05,0.049,3.6422
0.089,0.048,-0.133,0.142,3.658,0.089,0.048058,7.76E-05,0.048,3.6422
0.089,0.047,-0.132,0.141,3.659,0.089,0.047532,9.95E-05,0.048,3.6422
0.089,0.046,-0.132,0.139,3.659,0.089,0.047005,0.0001214,0.047,3.6421
0.090,0.045,-0.131,0.138,3.660,0.090,0.046478,0.00014327,0.046,3.6421
0.090,0.045,-0.130,0.137,3.660,0.090,0.045952,0.00016515,0.046,3.642
0.090,0.044,-0.129,0.136,3.661,0.090,0.045425,0.00018702,0.045,3.642
0.090,0.043,-0.128,0.135,3.661,0.090,0.044898,0.0002089,0.045,3.642
0.090,0.042,-0.128,0.134,3.662,0.090,0.044372,0.00023077,0.044,3.6419
0.090,0.041,-0.127,0.133,3.662,0.090,0.043845,0.00025265,0.044,3.6419
0.090,0.041,-0.126,0.132,3.663,0.090,0.043391,0.00025298,0.043,3.6419
0.090,0.040,-0.124,0.131,3.664,0.090,0.042937,0.00025331,0.043,3.6419
0.090,0.040,-0.123,0.130,3.665,0.090,0.042483,0.00025364,0.042,3.6418
0.090,0.039,-0.122,0.128,3.666,0.090,0.04203,0.00025397,0.042,3.6418
0.091,0.038,-0.121,0.127,3.667,0.091,0.041576,0.0002543,0.042,3.6418
0.091,0.038,-0.120,0.126,3.668,0.091,0.041122,0.00025463,0.041,3.6418
0.091,0.037,-0.119,0.124,3.669,0.091,0.040668,0.00025496,0.041,3.6418
0.091,0.037,-0.117,0.123,3.669,0.091,0.040214,0.00025529,0.040,3.6418
0.091,0.036,-0.116,0.122,3.670,0.091,0.03976,0.00025562,0.040,3.6418
0.091,0.036,-0.115,0.121,3.671,0.091,0.039307,0.00025595,0.039,3.6418
0.091,0.035,-0.114,0.119,3.672,0.091,0.038853,0.00025628,0.039,3.6417
0.091,0.034,-0.113,0.118,3.673,0.091,0.038399,0.00025661,0.038,3.6417
0.091,0.034,-0.112,0.117,3.674,0.091,0.037945,0.00025694,0.038,3.6417
0.091,0.033,-0.110,0.115,3.675,0.091,0.037491,0.00025727,0.037,3.6417
0.092,0.033,-0.109,0.114,3.676,0.092,0.037037,0.0002576,0.037,3.6417
0.092,0.032,-0.108,0.113,3.677,0.092,0.036584,0.00025793,0.037,3.6417
0.092,0.032,-0.107,0.112,3.677,0.092,0.03613,0.00025826,0.036,3.6417
0.092,0.031,-0.106,0.110,3.678,0.092,0.035676,0.00025859,0.036,3.6417
0.092,0.031,-0.105,0.109,3.679,0.092,0.035222,0.00025892,0.035,3.6416
0.092,0.030,-0.103,0.108,3.680,0.092,0.034768,0.00025925,0.035,3.6416
0.092,0.029,-0.102,0.106,3.681,0.092,0.034314,0.00025958,0.034,3.6416
0.092,0.029,-0.101,0.105,3.682,0.092,0.033861,0.00025991,0.034,3.6416
0.092,0.028,-0.100,0.104,3.683,0.092,0.033407,0.00026025,0.033,3.6416
0.092,0.028,-0.099,0.103,3.684,0.092,0.032953,0.00026058,0.033,3.6416
0.093,0.027,-0.098,0.101,3.685,0.093,0.032499,0.00026091,0.033,3.6416
0.093,0.027,-0.096,0.100,3.685,0.093,0.032045,0.00026124,0.032,3.6416
0.093,0.026,-0.095,0.099,3.686,0.093,0.031591,0.00026157,0.032,3.6415
0.093,0.025,-0.094,0.097,3.687,0.093,0.031137,0.0002619,0.031,3.6415
0.093,0.025,-0.093,0.096,3.688,0.093,0.030684,0.00026223,0.031,3.6415
0.093,0.024,-0.092,0.095,3.689,0.093,0.03023,0.00026256,0.030,3.6415
0.093,0.024,-0.091,0.094,3.690,0.093,0.029776,0.00026289,0.030,3.6415
0.093,0.023,-0.089,0.092,3.691,0.093,0.029322,0.00026322,0.029,3.6415
0.093,0.023,-0.088,0.091,3.692,0.093,0.028868,0.00026355,0.029,3.6415
0.093,0.022,-0.087,0.090,3.693,0.093,0.028414,0.00026388,0.028,3.6415
0.094,0.022,-0.086,0.089,3.693,0.094,0.027961,0.00026421,0.028,3.6414
0.094,0.021,-0.085,0.087,3.694,0.094,0.027507,0.00026454,0.028,3.6414
0.094,0.020,-0.084,0.086,3.695,0.094,0.027053,0.00026487,0.027,3.6414
0.094,0.020,-0.082,0.085,3.696,0.094,0.026599,0.0002652,0.027,3.6414
0.094,0.019,-0.081,0.083,3.697,0.094,0.026145,0.00026553,0.026,3.6414
0.094,0.019,-0.080,0.082,3.698,0.094,0.025691,0.00026586,0.026,3.6414
0.094,0.018,-0.079,0.081,3.699,0.094,0.025238,0.00026619,0.025,3.6414
0.094,0.018,-0.078,0.080,3.700,0.094,0.024784,0.00026652,0.025,3.6414
0.094,0.017,-0.077,0.078,3.700,0.094,0.02433,0.00026685,0.024,3.6413
0.094,0.016,-0.075,0.077,3.701,0.094,0.023876,0.00026718,0.024,3.6413
0.095,0.016,-0.074,0.076,3.702,0.095,0.023422,0.00026751,0.023,3.6413
0.095,0.015,-0.073,0.075,3.703,0.095,0.022968,0.00026784,0.023,3.6413
0.095,0.015,-0.072,0.073,3.704,0.095,0.022514,0.00026817,0.023,3.6413
0.095,0.014,-0.071,0.072,3.705,0.095,0.022061,0.0002685,0.022,3.6413
0.095,0.014,-0.070,0.071,3.706,0.095,0.021607,0.00026883,0.022,3.6413
0.095,0.013,-0.068,0.070,3.707,0.095,0.021153,0.00026916,0.021,3.6413
0.095,0.013,-0.068,0.069,3.707,0.095,0.02094,0.00026661,0.021,3.6413
0.095,0.013,-0.067,0.068,3.708,0.095,0.020728,0.00026406,0.021,3.6413
0.095,0.012,-0.066,0.068,3.708,0.095,0.020515,0.00026151,0.021,3.6413
0.095,0.012,-0.066,0.067,3.709,0.095,0.020303,0.00025896,0.020,3.6413
0.096,0.012,-0.065,0.066,3.709,0.096,0.02009,0.00025641,0.020,3.6413
0.096,0.012,-0.064,0.065,3.710,0.096,0.019878,0.00025386,0.020,3.6413
0.096,0.012,-0.064,0.065,3.710,0.096,0.019665,0.00025131,0.020,3.6413
0.096,0.011,-0.063,0.064,3.711,0.096,0.019453,0.00024876,0.019,3.6413
0.096,0.011,-0.062,0.063,3.711,0.096,0.01924,0.00024621,0.019,3.6413
0.096,0.011,-0.062,0.063,3.712,0.096,0.019028,0.00024366,0.019,3.6413
0.096,0.011,-0.061,0.062,3.713,0.096,0.018815,0.00024111,0.019,3.6413
0.096,0.011,-0.060,0.061,3.713,0.096,0.018603,0.00023856,0.019,3.6413
0.096,0.011,-0.060,0.061,3.714,0.096,0.01839,0.00023601,0.018,3.6413
0.096,0.010,-0.059,0.060,3.714,0.096,0.018178,0.00023346,0.018,3.6413
0.097,0.010,-0.058,0.059,3.715,0.097,0.017965,0.00023091,0.018,3.6413
0.097,0.010,-0.058,0.059,3.715,0.097,0.017753,0.00022836,0.018,3.6413
0.097,0.010,-0.057,0.058,3.716,0.097,0.01754,0.00022581,0.018,3.6413
0.097,0.010,-0.056,0.057,3.716,0.097,0.017328,0.00022327,0.017,3.6413
0.097,0.009,-0.056,0.056,3.717,0.097,0.017115,0.00022072,0.017,3.6413
0.097,0.009,-0.055,0.056,3.717,0.097,0.016903,0.00021817,0.017,3.6413
0.097,0.009,-0.054,0.055,3.718,0.097,0.01669,0.00021562,0.017,3.6413
0.097,0.009,-0.054,0.054,3.718,0.097,0.016478,0.00021307,0.016,3.6413
0.097,0.009,-0.053,0.054,3.719,0.097,0.016265,0.00021052,0.016,3.6413
0.097,0.008,-0.052,0.053,3.719,0.097,0.016053,0.00020797,0.016,3.6413
0.098,0.008,-0.052,0.052,3.720,0.098,0.01584,0.00020542,0.016,3.6413
0.098,0.008,-0.051,0.052,3.721,0.098,0.015628,0.00020287,0.016,3.6413
0.098,0.008,-0.050,0.051,3.721,0.098,0.015415,0.00020032,0.015,3.6413
0.098,0.008,-0.050,0.050,3.722,0.098,0.015203,0.00019777,0.015,3.6413
0.098,0.007,-0.049,0.050,3.722,0.098,0.01499,0.00019522,0.015,3.6413
0.098,0.007,-0.048,0.049,3.723,0.098,0.014778,0.00019267,0.015,3.6413
0.098,0.007,-0.048,0.048,3.723,0.098,0.014565,0.00019012,0.015,3.6413
0.098,0.007,-0.047,0.048,3.724,0.098,0.014353,0.00018757,0.014,3.6413
0.098,0.007,-0.046,0.047,3.724,0.098,0.01414,0.00018502,0.014,3.6413
0.098,0.007,-0.046,0.046,3.725,0.098,0.013928,0.00018247,0.014,3.6413
0.099,0.006,-0.045,0.045,3.725,0.099,0.013715,0.00017992,0.014,3.6413
0.099,0.006,-0.044,0.045,3.726,0.099,0.013503,0.00017737,0.014,3.6413
0.099,0.006,-0.044,0.044,3.726,0.099,0.01329,0.00017482,0.013,3.6413
0.099,0.006,-0.043,0.043,3.727,0.099,0.013078,0.00017227,0.013,3.6413
0.099,0.006,-0.042,0.043,3.727,0.099,0.012865,0.00016972,0.013,3.6413
0.099,0.005,-0.042,0.042,3.728,0.099,0.012653,0.00016717,0.013,3.6413
0.099,0.005,-0.041,0.041,3.729,0.099,0.01244,0.00016462,0.012,3.6413
0.099,0.005,-0.040,0.041,3.729,0.099,0.012228,0.00016207,0.012,3.6413
0.099,0.005,-0.040,0.040,3.730,0.099,0.012015,0.00015952,0.012,3.6413
0.099,0.005,-0.039,0.039,3.730,0.099,0.011803,0.00015697,0.012,3.6413
0.100,0.004,-0.038,0.039,3.731,0.100,0.01159,0.00015442,0.012,3.6413
0.100,0.004,-0.038,0.038,3.731,0.100,0.011377,0.00015187,0.011,3.6413
0.100,0.004,-0.037,0.037,3.732,0.100,0.011165,0.00014932,0.011,3.6413
0.100,0.004,-0.036,0.037,3.732,0.100,0.010952,0.00014677,0.011,3.6413
0.100,0.004,-0.036,0.036,3.733,0.100,0.01074,0.00014422,0.011,3.6413
0.100,0.003,-0.035,0.035,3.733,0.100,0.010527,0.00014167,0.011,3.6413
